recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend
9,2) $100 - $200,151.82,1,0,Urban,1,Phone,No E-Mail,0,0,0
9,4) $350 - $500,441.16,0,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0
9,3) $200 - $350,258.11,1,0,Rural,1,Multichannel,No E-Mail,0,0,0
5,1) $0 - $100,62.25,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0
9,1) $0 - $100,41.93,0,1,Urban,0,Web,Womens E-Mail,0,0,0
2,1) $0 - $100,42.6,1,0,Urban,0,Web,Mens E-Mail,0,0,0
2,2) $100 - $200,155.26,1,0,Urban,0,Phone,Mens E-Mail,1,0,0
12,1) $0 - $100,31.38,1,0,Rural,0,Phone,Mens E-Mail,0,0,0
5,2) $100 - $200,112.23,1,0,Surburban,1,Phone,No E-Mail,0,0,0
7,5) $500 - $750,591.35,1,0,Surburban,1,Web,No E-Mail,1,0,0
10,4) $350 - $500,392.5,0,1,Urban,0,Phone,Womens E-Mail,1,0,0
8,2) $100 - $200,119.26,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0
10,3) $200 - $350,304.87,1,1,Surburban,1,Web,Mens E-Mail,0,0,0
2,3) $200 - $350,230.31,1,0,Urban,1,Phone,Mens E-Mail,0,0,0
2,3) $200 - $350,258.63,1,0,Urban,1,Multichannel,No E-Mail,0,0,0
4,4) $350 - $500,493.26,0,1,Urban,1,Web,Mens E-Mail,0,0,0
2,"6) $750 - $1,000",755.07,1,0,Rural,1,Multichannel,No E-Mail,0,0,0
6,3) $200 - $350,303.11,1,1,Rural,0,Phone,No E-Mail,1,0,0
1,3) $200 - $350,204.51,1,1,Urban,0,Phone,Womens E-Mail,1,0,0
1,"6) $750 - $1,000",833.54,0,1,Surburban,1,Web,No E-Mail,0,0,0
9,5) $500 - $750,547.23,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0
4,3) $200 - $350,318,0,1,Surburban,0,Phone,No E-Mail,1,0,0
2,1) $0 - $100,87.37,1,0,Surburban,0,Web,Womens E-Mail,1,0,0
3,3) $200 - $350,220.76,1,0,Urban,1,Phone,Womens E-Mail,0,0,0
5,2) $100 - $200,117.14,0,1,Surburban,0,Phone,No E-Mail,0,0,0
8,1) $0 - $100,42.59,0,1,Rural,1,Web,No E-Mail,0,0,0
9,3) $200 - $350,258.26,1,0,Urban,0,Multichannel,No E-Mail,0,0,0
6,1) $0 - $100,36.38,0,1,Urban,1,Phone,No E-Mail,0,0,0
5,1) $0 - $100,94.86,0,1,Urban,1,Web,Mens E-Mail,0,0,0
11,1) $0 - $100,42.75,1,0,Urban,0,Web,Womens E-Mail,0,0,0
1,5) $500 - $750,689.08,1,0,Surburban,1,Web,Mens E-Mail,0,0,0
9,"6) $750 - $1,000",757.59,1,1,Urban,1,Web,Mens E-Mail,1,0,0
7,2) $100 - $200,120.94,1,0,Surburban,1,Phone,No E-Mail,0,0,0
1,2) $100 - $200,139.66,1,0,Urban,1,Phone,No E-Mail,0,0,0
3,2) $100 - $200,143.59,1,0,Surburban,0,Web,Womens E-Mail,0,0,0
2,5) $500 - $750,591.07,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0
5,5) $500 - $750,642.23,1,0,Surburban,1,Web,Womens E-Mail,0,0,0
2,3) $200 - $350,239,1,0,Rural,1,Phone,Womens E-Mail,0,0,0
10,1) $0 - $100,72.37,0,1,Rural,1,Phone,Womens E-Mail,0,0,0
5,4) $350 - $500,374.85,1,0,Urban,0,Web,No E-Mail,0,0,0
4,1) $0 - $100,66.75,0,1,Urban,0,Phone,Mens E-Mail,0,0,0
4,4) $350 - $500,406.43,1,0,Rural,1,Multichannel,No E-Mail,0,0,0
9,3) $200 - $350,300.81,1,0,Urban,1,Web,Womens E-Mail,0,0,0
11,1) $0 - $100,30.92,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0
1,"6) $750 - $1,000",908.71,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0
12,2) $100 - $200,147.23,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0
1,1) $0 - $100,63.3,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0
5,3) $200 - $350,326.96,0,1,Urban,0,Phone,Womens E-Mail,0,0,0
2,5) $500 - $750,605.02,0,1,Surburban,1,Web,Womens E-Mail,0,0,0
11,1) $0 - $100,69.28,1,0,Urban,1,Web,No E-Mail,1,0,0
1,"6) $750 - $1,000",849.81,1,0,Urban,1,Phone,Womens E-Mail,0,0,0
9,5) $500 - $750,659.84,1,1,Urban,1,Multichannel,No E-Mail,0,0,0
8,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,0,0,0
8,4) $350 - $500,468.91,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0
3,3) $200 - $350,204.78,0,1,Urban,1,Phone,Mens E-Mail,0,0,0
8,3) $200 - $350,200.65,0,1,Urban,1,Phone,No E-Mail,0,0,0
8,1) $0 - $100,78.11,1,0,Surburban,0,Web,No E-Mail,0,0,0
7,1) $0 - $100,63.95,0,1,Surburban,0,Web,Womens E-Mail,0,0,0
3,3) $200 - $350,267.45,1,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0
1,2) $100 - $200,133.8,0,1,Urban,1,Web,No E-Mail,0,0,0
1,5) $500 - $750,588.79,1,0,Surburban,1,Web,No E-Mail,0,0,0
9,1) $0 - $100,29.99,0,1,Rural,0,Phone,No E-Mail,0,0,0
11,3) $200 - $350,230.29,0,1,Surburban,0,Web,No E-Mail,0,0,0
4,5) $500 - $750,589.38,1,0,Rural,1,Multichannel,Womens E-Mail,0,0,0
4,1) $0 - $100,47.41,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0
2,3) $200 - $350,228.02,0,1,Surburban,0,Web,Womens E-Mail,0,0,0
3,3) $200 - $350,273.38,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0
4,2) $100 - $200,100.51,1,0,Surburban,0,Web,Mens E-Mail,0,0,0
10,2) $100 - $200,188.49,0,1,Surburban,0,Phone,No E-Mail,1,0,0
9,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,1,0,0
10,1) $0 - $100,35.17,0,1,Urban,1,Web,Womens E-Mail,0,0,0
1,5) $500 - $750,504.34,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0
4,3) $200 - $350,278.99,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0
3,1) $0 - $100,81.1,0,1,Surburban,1,Web,Mens E-Mail,0,0,0
7,1) $0 - $100,54.15,0,1,Rural,1,Web,Womens E-Mail,0,0,0
9,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,1,0,0
9,3) $200 - $350,328.3,0,1,Urban,0,Web,No E-Mail,0,0,0
10,5) $500 - $750,582.28,1,0,Rural,1,Phone,Mens E-Mail,0,0,0
9,1) $0 - $100,82.06,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0
6,5) $500 - $750,577.08,1,0,Urban,1,Web,No E-Mail,0,0,0
9,1) $0 - $100,56.68,0,1,Surburban,1,Web,Womens E-Mail,0,0,0
11,5) $500 - $750,502.24,1,0,Rural,1,Phone,Womens E-Mail,0,0,0
10,2) $100 - $200,107.25,1,0,Urban,1,Phone,No E-Mail,0,0,0
9,3) $200 - $350,278.56,1,0,Surburban,1,Phone,No E-Mail,0,0,0
10,2) $100 - $200,144.88,1,0,Surburban,0,Phone,No E-Mail,0,0,0
3,3) $200 - $350,244.79,1,0,Surburban,0,Web,Womens E-Mail,0,0,0
12,2) $100 - $200,169.3,0,1,Surburban,0,Phone,No E-Mail,0,0,0
1,1) $0 - $100,44.98,1,0,Urban,1,Web,Mens E-Mail,0,0,0
6,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0,0,0
2,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,0,0,0
11,1) $0 - $100,37.12,1,0,Urban,0,Web,Mens E-Mail,1,0,0
4,1) $0 - $100,29.99,1,0,Urban,0,Web,Mens E-Mail,1,0,0
3,5) $500 - $750,553.59,1,0,Rural,1,Web,Womens E-Mail,0,0,0
3,5) $500 - $750,547.6,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0
6,1) $0 - $100,44.54,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0
10,3) $200 - $350,294.93,0,1,Urban,0,Multichannel,Womens E-Mail,0,0,0
1,5) $500 - $750,723.62,1,0,Surburban,1,Web,Womens E-Mail,0,0,0
9,2) $100 - $200,180.22,0,1,Surburban,0,Web,Mens E-Mail,0,0,0
6,4) $350 - $500,491.02,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0
10,1) $0 - $100,49.39,1,0,Surburban,1,Web,Womens E-Mail,0,0,0
1,1) $0 - $100,29.99,0,1,Rural,1,Phone,No E-Mail,0,0,0
3,4) $350 - $500,496.78,1,0,Rural,1,Multichannel,Mens E-Mail,0,0,0
3,2) $100 - $200,165.73,0,1,Surburban,0,Web,Mens E-Mail,0,0,0
1,4) $350 - $500,496.85,0,1,Surburban,0,Web,No E-Mail,0,0,0
1,2) $100 - $200,153.4,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0
10,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0
2,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0,0,0
10,1) $0 - $100,75.63,1,0,Rural,0,Web,Mens E-Mail,0,0,0
11,2) $100 - $200,156.6,1,0,Urban,0,Phone,Womens E-Mail,0,0,0
9,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0
2,3) $200 - $350,232.97,0,1,Surburban,1,Web,Womens E-Mail,0,0,0
4,2) $100 - $200,140.34,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0
11,2) $100 - $200,131.8,1,0,Surburban,0,Web,Womens E-Mail,0,0,0
12,1) $0 - $100,73.29,1,0,Urban,1,Web,No E-Mail,0,0,0
4,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0
10,1) $0 - $100,62.63,0,1,Urban,1,Web,Mens E-Mail,0,0,0
10,5) $500 - $750,504.82,1,0,Surburban,1,Phone,No E-Mail,0,0,0
9,1) $0 - $100,44,1,0,Urban,1,Phone,Womens E-Mail,0,0,0
3,2) $100 - $200,163.04,0,1,Surburban,1,Web,Womens E-Mail,1,0,0
3,3) $200 - $350,297.27,1,0,Urban,1,Phone,No E-Mail,0,0,0
1,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0
6,2) $100 - $200,142.44,0,1,Rural,0,Phone,Womens E-Mail,0,0,0
4,5) $500 - $750,633.92,1,0,Urban,1,Phone,Womens E-Mail,0,0,0
3,2) $100 - $200,135.79,1,0,Rural,1,Web,Womens E-Mail,0,0,0
6,1) $0 - $100,92.88,0,1,Rural,1,Web,Mens E-Mail,0,0,0
12,2) $100 - $200,116.84,0,1,Surburban,0,Web,No E-Mail,0,0,0
12,4) $350 - $500,391.57,1,0,Urban,0,Phone,Mens E-Mail,0,0,0
9,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,0,0,0
10,2) $100 - $200,123.94,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0
12,2) $100 - $200,178.4,0,1,Rural,0,Phone,Mens E-Mail,1,0,0
7,2) $100 - $200,169.62,1,0,Surburban,0,Web,Mens E-Mail,0,0,0
8,3) $200 - $350,203.66,0,1,Urban,0,Phone,Womens E-Mail,0,0,0
3,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,0,0,0
1,3) $200 - $350,255.97,1,1,Surburban,0,Web,No E-Mail,0,0,0
6,5) $500 - $750,515.3,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0
3,2) $100 - $200,155.92,1,0,Surburban,1,Web,No E-Mail,0,0,0
1,"7) $1,000 +",1732.99,0,1,Urban,1,Web,Womens E-Mail,1,0,0
1,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0
3,5) $500 - $750,640.69,1,1,Urban,1,Multichannel,Mens E-Mail,0,0,0
2,2) $100 - $200,119.74,1,0,Urban,0,Phone,No E-Mail,0,0,0
1,"6) $750 - $1,000",803.76,1,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0
2,5) $500 - $750,550.94,1,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0
10,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,0,0,0
9,2) $100 - $200,103.37,1,0,Surburban,1,Phone,No E-Mail,0,0,0
1,2) $100 - $200,144.87,0,1,Rural,1,Web,No E-Mail,0,0,0
7,4) $350 - $500,450.13,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0
9,2) $100 - $200,121.3,0,1,Surburban,0,Phone,No E-Mail,0,0,0
10,5) $500 - $750,605.81,1,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0
10,2) $100 - $200,131.35,0,1,Rural,0,Web,Mens E-Mail,1,0,0
4,3) $200 - $350,245.69,1,0,Surburban,0,Phone,No E-Mail,0,0,0
10,2) $100 - $200,144.58,1,0,Urban,0,Web,No E-Mail,0,0,0
1,1) $0 - $100,94.81,1,0,Urban,1,Phone,Mens E-Mail,0,0,0
10,2) $100 - $200,112.44,1,0,Urban,1,Web,Mens E-Mail,0,0,0
6,3) $200 - $350,331.47,1,1,Urban,1,Phone,Mens E-Mail,0,0,0
10,1) $0 - $100,51.5,0,1,Surburban,0,Web,Mens E-Mail,0,0,0
10,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0
2,1) $0 - $100,95.85,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0
3,1) $0 - $100,29.99,1,0,Rural,0,Phone,Mens E-Mail,0,0,0
9,1) $0 - $100,70.82,0,1,Urban,0,Phone,Womens E-Mail,0,0,0
12,1) $0 - $100,35.34,1,0,Rural,0,Web,Mens E-Mail,0,0,0
6,2) $100 - $200,116.95,0,1,Rural,0,Phone,Mens E-Mail,1,0,0
8,1) $0 - $100,41.62,1,0,Urban,1,Phone,No E-Mail,0,0,0
4,5) $500 - $750,659.02,1,1,Surburban,1,Phone,No E-Mail,0,0,0
11,3) $200 - $350,329.31,1,0,Rural,1,Multichannel,Womens E-Mail,0,0,0
5,3) $200 - $350,328.01,1,1,Surburban,1,Phone,Womens E-Mail,0,0,0
4,1) $0 - $100,49.1,0,1,Urban,1,Phone,No E-Mail,0,0,0
9,2) $100 - $200,131.36,1,0,Surburban,1,Phone,No E-Mail,0,0,0
6,4) $350 - $500,363.09,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0
10,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,0,0,0
3,1) $0 - $100,46.81,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0
8,4) $350 - $500,370.56,0,1,Urban,0,Web,No E-Mail,1,0,0
1,1) $0 - $100,61.5,0,1,Urban,1,Web,Mens E-Mail,0,0,0
12,1) $0 - $100,90.47,0,1,Urban,0,Web,No E-Mail,1,0,0
1,3) $200 - $350,312.29,0,1,Surburban,0,Multichannel,Womens E-Mail,0,0,0
2,5) $500 - $750,743.84,1,1,Urban,1,Web,Mens E-Mail,0,0,0
5,4) $350 - $500,376.72,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0
10,2) $100 - $200,134.65,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0
10,3) $200 - $350,252.5,0,1,Urban,0,Phone,Womens E-Mail,0,0,0
9,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,0,0,0
9,3) $200 - $350,302.88,0,1,Surburban,0,Web,Mens E-Mail,0,0,0
3,"6) $750 - $1,000",944.71,1,1,Urban,1,Web,Mens E-Mail,0,0,0
2,2) $100 - $200,181.85,0,1,Urban,1,Phone,No E-Mail,0,0,0
8,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0
5,5) $500 - $750,509.39,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0
4,1) $0 - $100,31.69,1,0,Urban,0,Web,No E-Mail,0,0,0
1,3) $200 - $350,210.69,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0
8,1) $0 - $100,29.99,1,0,Rural,0,Phone,Mens E-Mail,0,0,0
11,2) $100 - $200,113.59,0,1,Surburban,1,Web,No E-Mail,0,0,0
7,3) $200 - $350,236.01,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0
1,1) $0 - $100,84.76,0,1,Surburban,0,Web,Womens E-Mail,1,0,0
3,"6) $750 - $1,000",885.98,0,1,Rural,1,Multichannel,Womens E-Mail,0,0,0
2,"6) $750 - $1,000",792.05,1,1,Rural,1,Multichannel,Womens E-Mail,1,0,0
3,3) $200 - $350,212.59,1,1,Surburban,0,Phone,No E-Mail,0,0,0
1,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,1,1,81.64
11,1) $0 - $100,54.37,0,1,Surburban,0,Web,No E-Mail,0,0,0
6,1) $0 - $100,84.46,0,1,Surburban,1,Web,No E-Mail,0,0,0
3,2) $100 - $200,106,1,0,Rural,1,Phone,No E-Mail,0,0,0
10,5) $500 - $750,604.74,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0
7,2) $100 - $200,140.74,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0
10,3) $200 - $350,269.28,0,1,Rural,0,Web,Womens E-Mail,0,0,0
11,1) $0 - $100,29.99,0,1,Rural,1,Phone,Mens E-Mail,0,0,0
3,5) $500 - $750,592.35,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0
3,2) $100 - $200,113.82,0,1,Surburban,0,Web,Mens E-Mail,0,0,0
7,3) $200 - $350,337.84,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0
1,1) $0 - $100,32.05,0,1,Rural,1,Web,Mens E-Mail,0,0,0
9,1) $0 - $100,87.89,1,0,Surburban,0,Phone,No E-Mail,1,0,0
2,3) $200 - $350,322.36,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0
9,2) $100 - $200,180.38,0,1,Urban,0,Phone,No E-Mail,0,0,0
1,2) $100 - $200,151.25,1,0,Urban,0,Web,Mens E-Mail,0,0,0
4,2) $100 - $200,146.7,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0
2,1) $0 - $100,97.74,0,1,Urban,0,Phone,No E-Mail,0,0,0
1,4) $350 - $500,440.15,1,0,Surburban,0,Multichannel,No E-Mail,1,0,0
9,2) $100 - $200,149.8,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0
10,2) $100 - $200,170.84,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0
9,1) $0 - $100,77.27,1,0,Urban,0,Web,Mens E-Mail,1,0,0
2,2) $100 - $200,187.54,0,1,Surburban,0,Phone,No E-Mail,0,0,0
4,3) $200 - $350,304.2,0,1,Urban,0,Web,No E-Mail,0,0,0
6,2) $100 - $200,122.88,1,0,Urban,1,Web,Womens E-Mail,0,0,0
9,3) $200 - $350,245.11,0,1,Urban,1,Multichannel,Mens E-Mail,1,0,0
10,4) $350 - $500,411.71,1,1,Surburban,1,Phone,No E-Mail,1,0,0
11,1) $0 - $100,29.99,0,1,Rural,0,Web,Mens E-Mail,0,0,0
10,4) $350 - $500,465.81,1,0,Urban,0,Phone,No E-Mail,0,0,0
1,1) $0 - $100,29.99,0,1,Surburban,1,Web,Womens E-Mail,0,0,0
11,3) $200 - $350,226.11,1,0,Urban,1,Web,Womens E-Mail,0,0,0
11,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0,0,0
5,2) $100 - $200,184.43,1,0,Urban,1,Web,No E-Mail,0,0,0
2,1) $0 - $100,88.94,1,0,Urban,0,Phone,Womens E-Mail,0,0,0
10,2) $100 - $200,109.53,0,1,Rural,1,Web,Womens E-Mail,0,0,0
10,3) $200 - $350,279.74,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0
2,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0
1,1) $0 - $100,68.9,1,0,Surburban,0,Web,Mens E-Mail,0,0,0
9,2) $100 - $200,166.82,1,0,Rural,0,Web,No E-Mail,1,0,0
2,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,0,0,0
3,3) $200 - $350,224.51,1,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0
5,5) $500 - $750,678.83,1,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0
9,4) $350 - $500,424.15,1,1,Urban,1,Web,Womens E-Mail,1,0,0
10,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,0,0,0
3,1) $0 - $100,49.19,1,0,Rural,0,Phone,Mens E-Mail,0,0,0
5,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0
4,1) $0 - $100,57.21,0,1,Rural,1,Web,Womens E-Mail,0,0,0
4,1) $0 - $100,51.51,1,0,Urban,0,Web,Mens E-Mail,0,0,0
11,1) $0 - $100,48.91,0,1,Urban,0,Web,No E-Mail,1,0,0
3,3) $200 - $350,258.93,1,0,Urban,1,Web,No E-Mail,0,0,0
3,3) $200 - $350,214.15,0,1,Surburban,1,Web,Mens E-Mail,1,0,0
4,2) $100 - $200,194.34,1,0,Urban,0,Web,Womens E-Mail,0,0,0
1,3) $200 - $350,334.6,0,1,Surburban,0,Web,No E-Mail,0,0,0
6,3) $200 - $350,320.96,1,1,Surburban,0,Phone,Womens E-Mail,0,0,0
1,5) $500 - $750,581.74,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0
9,3) $200 - $350,286.69,1,0,Surburban,1,Phone,No E-Mail,0,0,0
10,1) $0 - $100,90.99,1,0,Urban,1,Web,No E-Mail,0,0,0
4,1) $0 - $100,33.83,1,0,Urban,1,Web,Mens E-Mail,0,0,0
11,2) $100 - $200,118.94,1,0,Rural,1,Web,No E-Mail,0,0,0
7,1) $0 - $100,46.46,0,1,Urban,1,Phone,Womens E-Mail,0,0,0
2,"6) $750 - $1,000",952.61,1,1,Rural,1,Multichannel,No E-Mail,0,0,0
11,3) $200 - $350,266.15,1,0,Urban,0,Phone,Mens E-Mail,0,0,0
3,3) $200 - $350,216.21,1,0,Surburban,0,Web,Mens E-Mail,0,0,0
7,1) $0 - $100,68.15,1,0,Urban,1,Phone,Mens E-Mail,0,0,0
12,3) $200 - $350,246.78,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0
7,1) $0 - $100,51.98,0,1,Urban,0,Phone,Mens E-Mail,0,0,0
2,3) $200 - $350,285.37,0,1,Surburban,0,Multichannel,No E-Mail,1,1,46.77
3,4) $350 - $500,447.63,1,1,Surburban,1,Phone,Mens E-Mail,1,0,0
2,1) $0 - $100,29.99,1,0,Surburban,0,Web,Womens E-Mail,0,0,0
10,2) $100 - $200,139.41,0,1,Surburban,0,Web,Womens E-Mail,0,0,0
3,2) $100 - $200,122.27,0,1,Surburban,1,Web,Mens E-Mail,1,0,0
4,2) $100 - $200,105.78,1,0,Surburban,1,Web,No E-Mail,0,0,0
10,2) $100 - $200,157.54,0,1,Rural,0,Web,Womens E-Mail,0,0,0
3,1) $0 - $100,57.17,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0
7,5) $500 - $750,658.75,0,1,Urban,1,Phone,Womens E-Mail,0,0,0
10,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,0,0,0
11,1) $0 - $100,34.41,1,0,Urban,1,Phone,Mens E-Mail,0,0,0
11,1) $0 - $100,78.31,0,1,Urban,0,Phone,Womens E-Mail,0,0,0
12,2) $100 - $200,197.3,0,1,Surburban,0,Web,No E-Mail,0,0,0
9,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0
1,3) $200 - $350,206.05,0,1,Surburban,0,Web,No E-Mail,0,0,0
4,5) $500 - $750,595.61,0,1,Surburban,1,Phone,No E-Mail,0,0,0
1,2) $100 - $200,114.78,1,0,Surburban,0,Web,Mens E-Mail,0,0,0
3,3) $200 - $350,281.99,1,0,Urban,0,Phone,No E-Mail,1,0,0
9,3) $200 - $350,313.54,0,1,Surburban,0,Web,Womens E-Mail,0,0,0
10,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,0,0,0
3,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0
1,2) $100 - $200,184.28,1,0,Surburban,0,Phone,No E-Mail,1,0,0
2,2) $100 - $200,119.27,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0
8,1) $0 - $100,61.61,1,0,Surburban,1,Web,No E-Mail,0,0,0
1,"6) $750 - $1,000",889.95,1,1,Urban,1,Phone,Womens E-Mail,0,0,0
7,3) $200 - $350,247.2,0,1,Rural,1,Web,No E-Mail,0,0,0
12,2) $100 - $200,186.44,1,0,Urban,0,Phone,Mens E-Mail,0,0,0
3,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,0,0,0
4,5) $500 - $750,670.55,1,1,Surburban,1,Web,Womens E-Mail,1,0,0
12,1) $0 - $100,30.98,0,1,Surburban,1,Web,Womens E-Mail,0,0,0
10,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,0,0,0
10,3) $200 - $350,258.17,0,1,Urban,0,Phone,Mens E-Mail,0,0,0
11,1) $0 - $100,29.99,1,0,Urban,0,Phone,Mens E-Mail,1,0,0
9,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,0,0,0
4,3) $200 - $350,279.88,0,1,Urban,0,Multichannel,No E-Mail,0,0,0
6,1) $0 - $100,29.99,1,0,Rural,0,Web,Womens E-Mail,0,0,0
1,5) $500 - $750,508.43,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0
2,3) $200 - $350,292.65,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0
3,3) $200 - $350,339.71,1,1,Urban,0,Phone,Mens E-Mail,0,0,0
2,2) $100 - $200,194.31,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0
2,1) $0 - $100,42.64,1,0,Rural,1,Phone,No E-Mail,0,0,0
10,2) $100 - $200,176.9,0,1,Surburban,0,Web,Womens E-Mail,0,0,0
1,2) $100 - $200,109.69,0,1,Urban,1,Web,No E-Mail,0,0,0
1,5) $500 - $750,513.74,1,0,Rural,1,Phone,No E-Mail,0,0,0
7,1) $0 - $100,99.36,1,0,Urban,0,Web,Womens E-Mail,0,0,0
3,4) $350 - $500,450.87,1,0,Surburban,0,Web,Womens E-Mail,0,0,0
12,2) $100 - $200,171.29,1,0,Surburban,0,Web,Mens E-Mail,0,0,0
10,2) $100 - $200,182.39,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0
6,2) $100 - $200,123.59,0,1,Surburban,1,Web,Womens E-Mail,0,0,0
5,3) $200 - $350,255.56,1,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0
4,4) $350 - $500,464.93,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0
1,"6) $750 - $1,000",855.49,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0
3,3) $200 - $350,251.76,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0
6,1) $0 - $100,34.89,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0
4,1) $0 - $100,77.94,0,1,Surburban,0,Web,Mens E-Mail,0,0,0
7,1) $0 - $100,57.89,0,1,Urban,1,Web,No E-Mail,0,0,0
1,"7) $1,000 +",1337.17,0,1,Surburban,1,Multichannel,Mens E-Mail,1,0,0
1,3) $200 - $350,212.86,0,1,Rural,0,Phone,Womens E-Mail,0,0,0
10,1) $0 - $100,33.46,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0
